clean_post,polarity,sentiment,affect_label,label_name
rt soooo talented shes even texting singing like nothing lol httpstcogwisembwf,0.537,Positve,0,non-negative affect
miss bby,-0.153,Negative,1,high negative affect
said anything dicks want,0.077,Positve,0,non-negative affect
many lifes life one want,0.077,Positve,0,non-negative affect
thats aloooooot lightsabers could buy amount cash httpstcojzaswccsf,0.0,Neutral,0,non-negative affect
life hard,-0.103,Negative,1,high negative affect
uhuhuhu lightsaber wanted costs uhuhuhu falls stairs,0.0,Neutral,0,non-negative affect
azamthis malaysia talking vlets real,0.0,Neutral,0,non-negative affect
lemme ask good people facebook land facebookshivers,0.44,Positve,0,non-negative affect
easy incorporate everything cater one specific standard,0.44,Positve,0,non-negative affect
winter break christmas new years eve,0.0,Neutral,0,non-negative affect
customer service sucks really pissing eh wait countries holidays new years,-0.439,Negative,1,high negative affect
rt stop oversharing ur personal emotions twitter soon start feel something httpstcowxkznjhhv,-0.296,Negative,1,high negative affect
go away youre cluttering internet space,0.0,Neutral,0,non-negative affect
hmph neither still hate,0.459,Positve,0,non-negative affect
hmph neither still hate,0.459,Positve,0,non-negative affect
cant get rid natural bitchiness hun,-0.692,Negative,1,high negative affect
mimpi indah goodnight amp sweet dreams,0.691,Positve,0,non-negative affect
surround people youre comfortable happiness come word,0.784,Positve,0,non-negative affect
trust qol quality life improve drastically wont even believe,0.735,Positve,0,non-negative affect
start new year ni elok lah cut connections types people new year new right,-0.273,Negative,1,high negative affect
last one worst today theyll talk people hate tomorrow,-0.832,Negative,1,high negative affect
also people manipulate use another people always something bad say someone else,-0.542,Negative,1,high negative affect
remember different types bad people one people steal people lie,-0.772,Negative,1,high negative affect
jarang nak triggered sebenarnya dear god bring much negativity wherever go displeasing,0.103,Positve,0,non-negative affect
ni elok kot cut connection people know toxic even ones associate people hate,-0.7,Negative,1,high negative affect
rt rich w money poor w common sense,0.128,Positve,0,non-negative affect
small sry,0.0,Neutral,0,non-negative affect
,0.0,Neutral,0,non-negative affect
give sos buy one lightsaber thats ringgit,0.0,Neutral,0,non-negative affect
somebody called jedi,0.0,Neutral,0,non-negative affect
someone say jedi,0.0,Neutral,0,non-negative affect
im gonna practice best hooker ever,0.637,Positve,0,non-negative affect
plays roadhog oh wow im actually good hooker wait,0.827,Positve,0,non-negative affect
mean,0.0,Neutral,0,non-negative affect
rt nice bodhi httpstcoiqcyvm,0.421,Positve,0,non-negative affect
implying,0.0,Neutral,0,non-negative affect
ok guys httpstcouijfaj,0.296,Positve,0,non-negative affect
converted currency thats rm one day ill one day baby finds sugar parent,-0.421,Negative,1,high negative affect
guy youtube ordered custom lightsaber maker movie props spent oh dream,0.25,Positve,0,non-negative affect
lightsaber want released q time hopefully ive collected enough money buy beefed one,0.459,Positve,0,non-negative affect
sound like especially since like say piggies lol,0.778,Positve,0,non-negative affect
woah dudette morbid,0.0,Neutral,0,non-negative affect
wouldve looked better picture fell railing,0.44,Positve,0,non-negative affect
fat ass offended,-0.67,Negative,1,high negative affect
hahaha yall shorty pats head hand whilst crouching,0.778,Positve,0,non-negative affect
rt japanese husband gone years without speaking wife since upset httpstcopcvwrhydj httpstcop,-0.382,Negative,1,high negative affect
mean husband wife theyre american vaders vault malaysian ones try httpstcokfkaarce,0.0,Neutral,0,non-negative affect
keep pimps like keep pokemon,0.361,Positve,0,non-negative affect
haha ah week aku nak try pergi salon minta consultation perm well see,0.625,Positve,0,non-negative affect
didnt say thooo,0.0,Neutral,0,non-negative affect
ahxhajshakdjq eyebrows cute matches mine,0.459,Positve,0,non-negative affect
ed loofa,0.0,Neutral,0,non-negative affect
holy hell sekali imbas look like ed sheeran,-0.477,Negative,1,high negative affect
rt hello httpstcouyjpgofbo,0.0,Neutral,0,non-negative affect
rt happy new year including many enemies fought lost badly dont kno,-0.735,Negative,1,high negative affect
good less dark things better,0.674,Positve,0,non-negative affect
think body holds well sudden changes like longest ive gone without sleep hours didnt kill meobviously,0.809,Positve,0,non-negative affect
remembered havent slept since yesterdaynor eaten meals right time breakfastat pm lel,0.0,Neutral,0,non-negative affect
took half hour nap waking feeling like embodiment death,-0.226,Negative,1,high negative affect
rt darth zwart zwart means hitam sometimes taking name opposite nature makes look cool deceivi,0.318,Positve,0,non-negative affect
ok dare,0.296,Positve,0,non-negative affect
pretty take sa criticism make ugly,-0.459,Negative,1,high negative affect
rt potterheads raising wands alan rickman fans star wars raising lightsabers carrie fisher,-0.557,Negative,1,high negative affect
calling invisible,0.0,Neutral,0,non-negative affect
cant even afford watch fireworks paper tomorrow,0.0,Neutral,0,non-negative affect
astaga,0.0,Neutral,0,non-negative affect
worth shot,0.226,Positve,0,non-negative affect
oh wow typo turned something rhymes new years blessing,0.791,Positve,0,non-negative affect
cant believe im gonna turn time flies eh,0.0,Neutral,0,non-negative affect
rt yugioh card display cards tokyo train station httpstcockejyftqk,0.0,Neutral,0,non-negative affect
dont date people prettier,-0.372,Negative,1,high negative affect
stone guy death made blasphemous statement httpstcobyhby,-0.599,Negative,1,high negative affect
im even famous requested yay,0.527,Positve,0,non-negative affect
tell god,0.273,Positve,0,non-negative affect
lightsaber swing across neck,0.0,Neutral,0,non-negative affect
one doesnt take space,0.0,Neutral,0,non-negative affect
nyaw shes good actor ig,0.44,Positve,0,non-negative affect
friend said star wars rogue one boring omg new years resolution new friends,0.103,Positve,0,non-negative affect
launch steam launch game launch uplay launch steam actually launch game um yeah bye,0.296,Positve,0,non-negative affect
buy syndicate dishonoredesq feel though huhu,0.0,Neutral,0,non-negative affect
ah game bundles,0.0,Neutral,0,non-negative affect
idont even like assassins creedhow hell httpstcodxisffo,-0.477,Negative,1,high negative affect
rt inside look bandai namco names tales games httpstconkgtkkjdi,0.0,Neutral,0,non-negative affect
dont vpn,0.0,Neutral,0,non-negative affect
malaysian store page need someone overseas singapore,0.0,Neutral,0,non-negative affect
anyone help buy metal gear rising revengence steam ill pay back equivalent amount items,-0.128,Negative,1,high negative affect
finalized design soooo going go shopping kurta finish paper tomorrow httpstcobfrfffyp,0.0,Neutral,0,non-negative affect
yeppers theyre called otamatone gosh darn cute,0.459,Positve,0,non-negative affect
swear one days im gonna send picture cross watch tremble,-0.318,Negative,1,high negative affect
aiyo makcik multiracial multireligious whatsapp group stop spewing islamic quotes la sheesh,-0.296,Negative,1,high negative affect
rt everything know lie httpstcoblhzvcwuka,0.0,Neutral,0,non-negative affect
rt nier automata demo lets players kill unequipping item httpstcoubikop httpstcoanengofcvb,-0.691,Negative,1,high negative affect
rt year old nieces makeupthen let mine httpstconrcydppp,0.0,Neutral,0,non-negative affect
kurta nike sports pants fingerless glove offhand modified sockstockings thingy blindfold yesh sounds manageable,0.0,Neutral,0,non-negative affect
blindfolded albino sith lord concept httpstcotpnjhl,0.0,Neutral,0,non-negative affect
jdt pipul eat spicy food like freshwater dont sweat eat spicy things,0.361,Positve,0,non-negative affect
many calories asam pedas ive eating asam pedas dinner days straight,0.226,Positve,0,non-negative affect
shipping price individual sabers around btw dalam rm gitu hehe,0.0,Neutral,0,non-negative affect
anushow overlook,0.0,Neutral,0,non-negative affect
rt im gonna petty today gossip friend girl got dirt bitch hate httpstco,-0.848,Negative,1,high negative affect
late send correct grammar make whole situation worse,-0.477,Negative,1,high negative affect
black like one posted media,0.361,Positve,0,non-negative affect
rt darth traya one intelligent sith time wields one saber hand three telepathically goon ass,0.402,Positve,0,non-negative affect
rt darth plagueis master darth sidious arguably powerful sith alchemist speculated fate star wars histo,-0.421,Negative,1,high negative affect
rt heres star wars thread sith lordsdark side force users didnt know,-0.557,Negative,1,high negative affect
oh youre random dudes,0.0,Neutral,0,non-negative affect
rt level extra victoria beckham dmv httpstcopkulybm,0.0,Neutral,0,non-negative affect
bad memory still dont know mums birthday,-0.542,Negative,1,high negative affect
wait need delete old tweet made kurta purchasing one ha haha,0.66,Positve,0,non-negative affect
attaboy shazwan sooner better supportive,0.625,Positve,0,non-negative affect
thats even cheaper expected thanks mate search one,0.44,Positve,0,non-negative affect
rt get less yg quality bagus sikit less,0.0,Neutral,0,non-negative affect
checked range ok thats manageable,0.296,Positve,0,non-negative affect
wait anyone know much kurta costs doesnt even kurta want shorter version jubah,-0.057,Negative,1,high negative affect
crazy vaders vault tu everytime dia buka order slot within minutes terus habis besides months waiting period,-0.34,Negative,1,high negative affect
hmm need check one etsy taktau mana nak cari holster,0.0,Neutral,0,non-negative affect
hahahah dah fikir nak beli also found something way cheaper durable comes faster ultrasabers weeks dapta,0.0,Neutral,0,non-negative affect
thank god mum kashmir even race guy sells clothes country need ask black robes,0.557,Positve,0,non-negative affect
concept httpstcorcryjum,0.0,Neutral,0,non-negative affect
rt find someone looks way hideo kojima looks spaghetti httpstcojochfikb,0.0,Neutral,0,non-negative affect
rt teammate need healer maybe one teammate httpstcoxuaoadn,0.0,Neutral,0,non-negative affect
rt diagram made depicting evolution httpstcoryajv,0.0,Neutral,0,non-negative affect
sorry tangan made curve people steering wheels,-0.077,Negative,1,high negative affect
couldve easily photoshopped,0.34,Positve,0,non-negative affect
couldve easily photoshopped,0.34,Positve,0,non-negative affect
rt lmao person went im glad bc learned something today bc httpstcobbpazmeie,0.784,Positve,0,non-negative affect
eh tak lah rahman sissy needed point one,0.0,Neutral,0,non-negative affect
sissy,0.0,Neutral,0,non-negative affect
anatomy great,0.625,Positve,0,non-negative affect
awh thankyou,0.0,Neutral,0,non-negative affect
rt received hehehe weeeeeee httpstcojbuppzsow,0.0,Neutral,0,non-negative affect
wish cheap soury salted popsicles easier find ive wanting eat years,0.67,Positve,0,non-negative affect
demmit thats cool hahaha,0.71,Positve,0,non-negative affect
cute lol,0.7,Positve,0,non-negative affect
lighthouse lol,0.421,Positve,0,non-negative affect
amin doakan murah rezeki please hes trying turn tourist attraction haha,0.807,Positve,0,non-negative affect
sure guy obsessed heights tall buildings,0.153,Positve,0,non-negative affect
entah guy new years resolution build beach house pool jetty lighthouse photoshoots,0.0,Neutral,0,non-negative affect
dad wants build lighthouse god save,0.649,Positve,0,non-negative affect
rt middle aged eastern european mom deadass reading final fantasy erotica line disney right httpst,0.0,Neutral,0,non-negative affect
died,-0.557,Negative,1,high negative affect
flower mine,0.0,Neutral,0,non-negative affect
zyl know like feminine features right sebab awak cantik,0.361,Positve,0,non-negative affect
still wan pacs,0.0,Neutral,0,non-negative affect
raped haha,-0.382,Negative,1,high negative affect
want ripped want manly want man people look say oh god santa claus come early tonight,0.459,Positve,0,non-negative affect
wanna impress girl later,0.44,Positve,0,non-negative affect
teach look manly,0.0,Neutral,0,non-negative affect
hmm still tak nampak manly thats need ripped body pack,0.0,Neutral,0,non-negative affect
honestly idea know mannequin pose,0.459,Positve,0,non-negative affect
wish bottom want dont sailorrhaeman,0.459,Positve,0,non-negative affect
chicken legs already established,0.0,Neutral,0,non-negative affect
oh yes adik oh yes,0.66,Positve,0,non-negative affect
definitely bottom gay im dominant hell,-0.44,Negative,1,high negative affect
eh chabdkahs said need names,0.0,Neutral,0,non-negative affect
sad cant retweet true,-0.663,Negative,1,high negative affect
stfu im gonna bulk,0.0,Neutral,0,non-negative affect
rt one baju melayu kuning think pass la manly,0.0,Neutral,0,non-negative affect
thats actually farfetched handle acids daily basis careful wish might die,-0.153,Negative,1,high negative affect
im sweet isnt sugary enough,0.459,Positve,0,non-negative affect
dont manly photo,0.0,Neutral,0,non-negative affect
hmmm talk alot someone keeps sailor moon gifs,0.0,Neutral,0,non-negative affect
dont want give money,-0.057,Negative,1,high negative affect
certain,0.273,Positve,0,non-negative affect
ahsjabsoajskq change back profile picture,0.0,Neutral,0,non-negative affect
manliest galaxy sailor moon ever meet httpstcopuwpndrru,0.0,Neutral,0,non-negative affect
bih im manlier heck manliest albino guy youll ever meet,0.0,Neutral,0,non-negative affect
rt sometimes people need time apart help grow stronger plus whats meant always find way httpstco,0.649,Positve,0,non-negative affect
aint white boo,0.0,Neutral,0,non-negative affect
cuddle dont think,0.0,Neutral,0,non-negative affect
meow meow rubs leg,0.0,Neutral,0,non-negative affect
cant see well night,-0.206,Negative,1,high negative affect
aaay girl know,0.0,Neutral,0,non-negative affect
awh watching friend jog gal sounds fun though creepy,0.758,Positve,0,non-negative affect
wait actually family albinos kan wait wait thats bad idea,-0.542,Negative,1,high negative affect
tot made clear dun wan albino children hm,0.382,Positve,0,non-negative affect
girl,0.0,Neutral,0,non-negative affect
thats sure haha,0.649,Positve,0,non-negative affect
hmmm everyones already relationship,0.0,Neutral,0,non-negative affect
evening jog third wheeler bentang cardboard di tepi jalan minta duit lightsaber,0.0,Neutral,0,non-negative affect
wanna study friends room tomorrow hes gonna kick evenings becuase wants go jogging new girlfriend,0.477,Positve,0,non-negative affect
anger issues,-0.572,Negative,1,high negative affect
rt would pay subscription every month see content like cannot make shit httpstcotpcnbcdqh,0.615,Positve,0,non-negative affect
done quote tweet bash draw senpai,0.0,Neutral,0,non-negative affect
sorry drawing pretty girls instead face bothers cowie anad nad httpstcomxcoyibit,0.273,Positve,0,non-negative affect
isis albino sausage httpstcoysoghkmt,0.0,Neutral,0,non-negative affect
also owe blonde toy specs ok bby,0.296,Positve,0,non-negative affect
screenshot cant wait til ama sees,0.0,Neutral,0,non-negative affect
rt well least azfar visible blackouts unlike azfar shld pandai bersyukur,0.273,Positve,0,non-negative affect
,0.0,Neutral,0,non-negative affect
cant see feet away sambil bertweet life unfair sambil bertweet,-0.477,Negative,1,high negative affect
rt prayer please god albino,0.527,Positve,0,non-negative affect
um gaj hate break know im oku,-0.572,Negative,1,high negative affect
also unpopular opinion please god dont make children albino,0.527,Positve,0,non-negative affect
sure heck wouldnt know handle child different hopefully ill greatest dad ever himher,0.751,Positve,0,non-negative affect
hands parents disableddifferently abled kids treat kids great patience understanding,0.778,Positve,0,non-negative affect
dont want child albino else im asking god refund,0.221,Positve,0,non-negative affect
basically millenials talk chu goin abkut,0.0,Neutral,0,non-negative affect
thats said,0.0,Neutral,0,non-negative affect
youre huge challenge,0.382,Positve,0,non-negative affect
parents got divorce shortly lost contact rest,-0.318,Negative,1,high negative affect
chances theres symptoms could treat earlier spirals something uncontrollable trust modern medicine,0.649,Positve,0,non-negative affect
seesomehow feel like children acting weirdly please please please seek help jangan lah indenial,0.836,Positve,0,non-negative affect
told many times kids behaving normally like form autism even doesnt wouldnt checking better,0.548,Positve,0,non-negative affect
know whats frustrating cousin makcik refusing accept fact kid sent doctor checkup,-0.459,Negative,1,high negative affect
took toy threw window smashing kids noisy like tf,0.202,Positve,0,non-negative affect
kindergarten parents called school playtime kids playing around,0.202,Positve,0,non-negative affect
eg call name hed look split second look away idk seemed behaving weirdly yo,-0.382,Negative,1,high negative affect
doesnt really throw tantrums likes thing doesnt respond affection attention,0.383,Positve,0,non-negative affect
whenever people talk would cover ears scream diam diam bising like werent even shouting anything,-0.052,Negative,1,high negative affect
cousin whos autistic least think autistic showed signs autism,0.0,Neutral,0,non-negative affect
thankyou much,0.0,Neutral,0,non-negative affect
rt woow im speechless u draw characters beautiful human creation,0.718,Positve,0,non-negative affect
rt really love shes beautiful,0.864,Positve,0,non-negative affect
awwh thankyou,0.0,Neutral,0,non-negative affect
thankyou much,0.0,Neutral,0,non-negative affect
lyric makes song x better tbh,0.44,Positve,0,non-negative affect
think apparent vocabulary spellings place,0.0,Neutral,0,non-negative affect
oh heart song irwansyah something,0.0,Neutral,0,non-negative affect
hmmm nasyid songs though brb lemme check,0.0,Neutral,0,non-negative affect
demmit got httpstcosalsmzzsvb,0.0,Neutral,0,non-negative affect
hahaha alright thanks input,0.818,Positve,0,non-negative affect
sorry dont actually know spelled ahahaha,-0.077,Negative,1,high negative affect
rest peace princess youre one force httpstconletpodb,0.542,Positve,0,non-negative affect
wait,0.0,Neutral,0,non-negative affect
nashid like reminded god death beauty afterlife times httpstcowuitcsb,0.542,Positve,0,non-negative affect
awwh thankyou,0.0,Neutral,0,non-negative affect
rt pride httpstcoffdwzhqwoc,0.34,Positve,0,non-negative affect
thankyou much,0.0,Neutral,0,non-negative affect
rt ahhhhh niceeee httpstcoghldylolyw,0.0,Neutral,0,non-negative affect
oh memang ada lampu genius decided put light switch top floor like tf,0.511,Positve,0,non-negative affect
oh memang ada lampu genius decided put light switch top floor like tf,0.511,Positve,0,non-negative affect
rt good morning everyone jennifer lawrence,0.44,Positve,0,non-negative affect
hahha looks like someones getting fired,-0.273,Negative,1,high negative affect
rt win free iphone ok httpstcohjysobwa,0.852,Positve,0,non-negative affect
shadow reflek,0.0,Neutral,0,non-negative affect
hi izzoe tweeting,0.0,Neutral,0,non-negative affect
im albino breathe gills sorry httpstconvedeebrn,-0.077,Negative,1,high negative affect
woah buddy sit calm httpstcoejsrwemjuy,0.318,Positve,0,non-negative affect
suami siti name sounds almost similar siti combination,0.0,Neutral,0,non-negative affect
rt kinda snitch ass children corn type shit httpstcofctynzp,-0.78,Negative,1,high negative affect
rt ill steal lightsaber piss dead body gt,-0.898,Negative,1,high negative affect
,0.0,Neutral,0,non-negative affect
try steal lightsaber haunt family generations also piss cat,-0.823,Negative,1,high negative affect
ok need make another tweet brb,0.296,Positve,0,non-negative affect
keeps slipping shove thing hard enough til passes huks easier pick,0.34,Positve,0,non-negative affect
ok maybe stick lightsaber tombstone make seem like excalibur scene yeah works,0.71,Positve,0,non-negative affect
die dont put batu nisan read tombstone grave stick lightsaber ground ill happy,-0.681,Negative,1,high negative affect
rt took little piece us soon httpstcoqikuqprp,0.0,Neutral,0,non-negative affect
use chopsticks,0.0,Neutral,0,non-negative affect
block,-0.44,Negative,1,high negative affect
dont think ever handle ldr,0.0,Neutral,0,non-negative affect
german sounds complex,0.0,Neutral,0,non-negative affect
yesh,0.0,Neutral,0,non-negative affect
yes indeed combining name common words sometimes brightest ideas,0.772,Positve,0,non-negative affect
wei everybody ganging httpstcocseqozrzo,0.0,Neutral,0,non-negative affect
blocked httpstcogsclfsnrf,-0.273,Negative,1,high negative affect
blocked httpstcoqfckvvv,-0.273,Negative,1,high negative affect
medibang paint ipad pro apple pencil software free download would highly recommen httpstcochjplrrrb,0.511,Positve,0,non-negative affect
wanna make toys call azfar farfeteer,0.0,Neutral,0,non-negative affect
shes precious,0.572,Positve,0,non-negative affect
time gone flash given little time wish could live work hard better job toymaker,0.602,Positve,0,non-negative affect
rt yearold craftsman wants beautiful handmade toys make laugh httpstconawbzjbry,0.818,Positve,0,non-negative affect
complete whew took awhile colour star wars fan art httpstconxaetutvg,-0.318,Negative,1,high negative affect
hahahhaa cute,0.459,Positve,0,non-negative affect
rt damn goes holy water cake httpstcohspmrym,-0.402,Negative,1,high negative affect
im aready choosing b think haha,0.459,Positve,0,non-negative affect
people complain putting leash children realize sound like barking dogs,0.0,Neutral,0,non-negative affect
rt real reason game took years make igniss glasses actually prescription httpstcobvdtn,0.0,Neutral,0,non-negative affect
ugh need draw hair kekok,-0.421,Negative,1,high negative affect
almost httpstcoyjwpjcgn,0.0,Neutral,0,non-negative affect
else kick,0.0,Neutral,0,non-negative affect
oralse wachu gon huh,0.0,Neutral,0,non-negative affect
rt breaking actress debbie reynolds died age one day daughter carrie fisher passed away reynolds son tells cn,-0.557,Negative,1,high negative affect
rt love looking window im flight httpstcozleknaw,0.637,Positve,0,non-negative affect
actually planning selling hes still young tender virgin pay alot ones,-0.103,Negative,1,high negative affect
dont like asking parents support hobbies like like collect money buy stuff satisfying,0.095,Positve,0,non-negative affect
collect like pokemon far ones registered around total est around,0.361,Positve,0,non-negative affect
chuckled abit aint gonna admit,0.155,Positve,0,non-negative affect
sorry tak billionaire,-0.077,Negative,1,high negative affect
tapi fully beef changing saber colour recharge port sound system semua tu jadi hmm cut spec,-0.273,Negative,1,high negative affect
jedi robes tudung shes wearing headdress tudung veil scarf around neck,0.0,Neutral,0,non-negative affect
hahaha cat food silly,0.572,Positve,0,non-negative affect
rt progress httpstcorrranitst,0.421,Positve,0,non-negative affect
taklah dont focus anyones profile pic zyls hahaha,0.557,Positve,0,non-negative affect
rt commissions open january details come karin kan zuki street fighter httpstcoukslcnmkjt,0.153,Positve,0,non-negative affect
guy wip httpstcobsjkojxn,0.0,Neutral,0,non-negative affect
make ill marry sleep,-0.421,Negative,1,high negative affect
promises,0.382,Positve,0,non-negative affect
starwars themed haha,0.459,Positve,0,non-negative affect
literally dont face twitcon sides rarely portrait drawings haha,-0.357,Negative,1,high negative affect
going b haha,0.459,Positve,0,non-negative affect
havent drawn girl hijab years admit like turned lol wip httpstcorltumkpetp,0.727,Positve,0,non-negative affect
seem know alot anus care explain anything,0.494,Positve,0,non-negative affect
c damn sweet right haha,0.511,Positve,0,non-negative affect
everyones picking b ill go,-0.421,Negative,1,high negative affect
thankyou input,0.0,Neutral,0,non-negative affect
glows dark,0.0,Neutral,0,non-negative affect
haha alright man thanks,0.784,Positve,0,non-negative affect
yep everyone picked b thankyou,0.296,Positve,0,non-negative affect
thanks input,0.44,Positve,0,non-negative affect
thanks man ill definitely go b,0.421,Positve,0,non-negative affect
wow everyones going b,0.586,Positve,0,non-negative affect
alrighty thankyou,0.0,Neutral,0,non-negative affect
awww jangan lah focus lightsaber thankyou haha,0.459,Positve,0,non-negative affect
,0.0,Neutral,0,non-negative affect
know rightttt omg,0.0,Neutral,0,non-negative affect
thanks,0.44,Positve,0,non-negative affect
alrightyy thankyou,0.0,Neutral,0,non-negative affect
hahah thanks input,0.44,Positve,0,non-negative affect
alrighty thanks input,0.44,Positve,0,non-negative affect
alright b,0.25,Positve,0,non-negative affect
hm everyone picking b okay,0.226,Positve,0,non-negative affect
thanks input,0.44,Positve,0,non-negative affect
guys need responses please dont ignore im ugly albino lonely httpstcouglnlros,0.559,Positve,0,non-negative affect
dm im joyah mode,0.0,Neutral,0,non-negative affect
okay think time go lightsaber designs brb,0.226,Positve,0,non-negative affect
guy,0.0,Neutral,0,non-negative affect
didnt realize gay,0.0,Neutral,0,non-negative affect
break law,0.0,Neutral,0,non-negative affect
around rm k,0.0,Neutral,0,non-negative affect
rt reminder used sacrifice people like rain god,0.557,Positve,0,non-negative affect
virginity priceless,0.0,Neutral,0,non-negative affect
rt baby obviously beatbox battle httpstcoxsqwzsmrc,-0.382,Negative,1,high negative affect
rt fair httpstcovudbfddym,0.318,Positve,0,non-negative affect
dont need help figures ok dis lightsaber important,0.188,Positve,0,non-negative affect
purple,0.0,Neutral,0,non-negative affect
hahaha lol like im gonna meet man drug kidnap sell sex slave uganda lol,0.893,Positve,0,non-negative affect
hahaha omg dont crush confess someone already love moon back,0.85,Positve,0,non-negative affect
wanna show saber designs later tonight please give ur thoughts thankyou uve helpful im grateful,0.796,Positve,0,non-negative affect
ok httpstcorekvpekm,0.296,Positve,0,non-negative affect
blocked,-0.273,Negative,1,high negative affect
ok malam ni aku akan go last saber designs order one new year bear people,0.296,Positve,0,non-negative affect
nope still checking malam karang nak go designs ill buy,-0.421,Negative,1,high negative affect
itu je kot gambar think,0.0,Neutral,0,non-negative affect
actually glowing dildo sokay tried,0.0,Neutral,0,non-negative affect
made quartz man beauty aint,0.586,Positve,0,non-negative affect
lol welp time buy new fan,0.625,Positve,0,non-negative affect
want hook fam,0.077,Positve,0,non-negative affect
someone passed give condolences nah youre incapable acts kindness pity,-0.296,Negative,1,high negative affect
finally breathing space back saber hunting maybe draw little,0.0,Neutral,0,non-negative affect
rt arwah mentioned never abt beauty husband took care great lengths muntah semua dia cucikan,0.64,Positve,0,non-negative affect
rt look fine httpstcojnndcymc,0.202,Positve,0,non-negative affect
rt made proud father missed httpstcoihmdpnr,0.226,Positve,0,non-negative affect
know hahaha,0.557,Positve,0,non-negative affect
girl,0.0,Neutral,0,non-negative affect
cant im impatient assemblies,0.224,Positve,0,non-negative affect
cant im impatient assemblies,0.224,Positve,0,non-negative affect
well yes already got addiction buying designer toys sticking figmas nendoroids,0.586,Positve,0,non-negative affect
takfaham,0.0,Neutral,0,non-negative affect
time qualms buying designer toys,0.0,Neutral,0,non-negative affect
occurred ive holding back buying lightsaber think thing pointless wasteful,0.0,Neutral,0,non-negative affect
rt share opinion something twitter first time httpstcotzxmqwba,0.296,Positve,0,non-negative affect
entire cinematic cp literally thats game amazing strays conventional story telling standards,0.586,Positve,0,non-negative affect
didnt bother finish game post chapter lol cinematic see end cp actually,0.591,Positve,0,non-negative affect
rt iranian boy cancer yet teacher comes visit everyday hospital fill missed,-0.765,Negative,1,high negative affect
rt get stoned ps pro cool tell mom dbrand said okay httpstcosuupzpydnj,0.494,Positve,0,non-negative affect
may force always,0.0,Neutral,0,non-negative affect
final exams whats haha ha,0.66,Positve,0,non-negative affect
rt lmao yall gotta stop httpstcoempvpzlk,0.402,Positve,0,non-negative affect
rt tweeted anime gay im pretty sure nigga cursed httpstcotqrwdo,0.67,Positve,0,non-negative affect
swear character limit japanese korean tweets equivalent essay two,-0.052,Negative,1,high negative affect
oh god compared ub terms durability quality,0.273,Positve,0,non-negative affect
rt nah saberforge friend mine httpstcowtvkaphx,0.421,Positve,0,non-negative affect
true hmmm ill wait vv email pricing quotations first guess want first saber worth,0.296,Positve,0,non-negative affect
stalks senpai life,0.0,Neutral,0,non-negative affect
account,0.0,Neutral,0,non-negative affect
rt entered virgin exit weeb virgin,0.0,Neutral,0,non-negative affect
broooo thats rad ultrasabers worth start em save money buy vv later life haha,0.796,Positve,0,non-negative affect
rt collection lightsaber league malaysia meet also ask help httpst,0.402,Positve,0,non-negative affect
entered kind sane man visions amp goals life im leaving compulsive figurehoarding saberobsessive maniac,0.296,Positve,0,non-negative affect
btw lightsabers look haha,0.459,Positve,0,non-negative affect
found link sabertrio want try ub hilts huge thankyou much man,0.382,Positve,0,non-negative affect
link sabertrio like saberforge takut nak commit sebab ive seen bad reviews,0.052,Positve,0,non-negative affect
joined one custom sabers group sorry kurang info dia jual ni body kosong without electronics kena pasang sendiri,-0.077,Negative,1,high negative affect
rt one person assumes everything say httpstcorilcepyy,0.0,Neutral,0,non-negative affect
hi guys wondering saber sale couldnt find anywhere store pag httpstcolizlrblpg,0.0,Neutral,0,non-negative affect
rt may force,0.0,Neutral,0,non-negative affect
well like duh us kan hahaha silly azfar,0.807,Positve,0,non-negative affect
hahahaha one day hopefully,0.402,Positve,0,non-negative affect
lol sound like tweetberbayar,0.649,Positve,0,non-negative affect
ill buy baby price highly unlikely semurah tu considering design httpstconjnhshnddp,-0.421,Negative,1,high negative affect
design well made im afraiiiid im really afraiiiiid,0.273,Positve,0,non-negative affect
wanna ask people much particular saber going cost im afraid getting replies like something,0.361,Positve,0,non-negative affect
yeah guess microbes could still exist pipelines still us drinks tap water thoo whats secret hehu,0.296,Positve,0,non-negative affect
think water supply quality,0.0,Neutral,0,non-negative affect
amounts added considerably safe drink think us uses chemicals pipe materials,0.493,Positve,0,non-negative affect
kidnap santa held poor man gunpoint look sabers bought year holy mama httpstcovtammkfd,-0.477,Negative,1,high negative affect
wheres girlfriend,0.0,Neutral,0,non-negative affect
dont know people would think walk see practicing perfect right angle dab front mirror,0.572,Positve,0,non-negative affect
unfriending,0.0,Neutral,0,non-negative affect
speaking boxes tots riak showoff birthday gift box crocheted puppets thingy hewhew,0.44,Positve,0,non-negative affect
rt time wasted amalan counted httpstcobqgvdrtanb,-0.494,Negative,1,high negative affect
rt haters tell predict future httpstcovpvwgpdx,-0.494,Negative,1,high negative affect
makwe someone already corrected,0.0,Neutral,0,non-negative affect
done real g,0.0,Neutral,0,non-negative affect
wait spell makwe k girlfriend mean,0.0,Neutral,0,non-negative affect
well,0.273,Positve,0,non-negative affect
rt speaking wands father made httpstcodlynytyoq,0.0,Neutral,0,non-negative affect
campak rm gt rm black box thats worth absolutely nothing,0.459,Positve,0,non-negative affect
god bless innate pretentiousness,0.599,Positve,0,non-negative affect
fav song followers peru tahu,0.459,Positve,0,non-negative affect
